@relation 50_10_5_10_5_1000

@attribute A1 {c,a,e,d,i,j,h,b,f,g}
@attribute A2 {h,c,d,g,j,i,e,a,f,b}
@attribute A3 {c,h,e,a,b,g,d,f,j,i}
@attribute A4 {e,c,d,g,f,b,h,a,j,i}
@attribute A5 {d,j,h,i,f,g,b,e,c,a}
@attribute A6 {d,h,b,g,c,j,f,e,a,i}
@attribute A7 {i,e,d,j,g,f,h,c,a,b}
@attribute A8 {g,e,c,h,d,j,i,f,a,b}
@attribute A9 {e,h,a,g,i,b,j,d,f,c}
@attribute A10 {i,j,b,f,d,a,c,h,g,e}
@attribute A11 {c,b,g,h,j,d,i,a,e,f}
@attribute A12 {a,g,c,f,j,e,h,d,b,i}
@attribute A13 {f,a,d,b,g,j,c,e,i,h}
@attribute A14 {d,f,j,b,c,g,i,a,h,e}
@attribute A15 {d,b,e,h,g,a,i,j,c,f}
@attribute A16 {h,d,i,j,a,g,c,f,b,e}
@attribute A17 {f,b,h,c,a,e,g,j,d,i}
@attribute A18 {h,f,c,i,e,g,j,a,b,d}
@attribute A19 {c,e,b,i,j,d,a,g,h,f}
@attribute A20 {j,h,b,d,c,f,g,e,a,i}
@attribute A21 {g,f,a,e,c,h,d,b,i,j}
@attribute A22 {e,h,g,a,j,b,i,c,f,d}
@attribute A23 {e,h,d,g,a,i,b,f,j,c}
@attribute A24 {i,g,c,h,d,j,a,f,b,e}
@attribute A25 {e,f,j,a,b,i,h,g,d,c}
@attribute A26 {g,b,c,a,d,j,i,h,f,e}
@attribute A27 {g,c,f,i,a,b,h,e,j,d}
@attribute A28 {i,c,e,j,b,d,f,h,g,a}
@attribute A29 {f,b,h,i,a,g,e,c,j,d}
@attribute A30 {a,g,d,b,i,j,h,f,e,c}
@attribute A31 {g,a,e,b,i,h,d,j,c,f}
@attribute A32 {c,d,i,h,f,j,g,e,b,a}
@attribute A33 {d,e,c,j,b,h,i,g,a,f}
@attribute A34 {d,b,e,h,i,a,c,j,f,g}
@attribute A35 {h,d,a,i,b,j,e,c,f,g}
@attribute A36 {e,i,b,h,a,d,g,f,j,c}
@attribute A37 {e,a,c,h,j,f,d,b,g,i}
@attribute A38 {j,b,a,d,h,g,e,c,f,i}
@attribute A39 {a,j,i,b,c,h,g,e,d,f}
@attribute A40 {e,c,g,d,i,h,a,f,b,j}
@attribute A41 {b,f,e,i,d,h,c,j,g,a}
@attribute A42 {a,h,i,f,d,e,j,c,b,g}
@attribute A43 {d,i,f,h,j,c,a,g,e,b}
@attribute A44 {c,h,f,i,d,g,j,a,e,b}
@attribute A45 {c,f,g,e,b,j,d,i,h,a}
@attribute A46 {a,f,d,i,g,e,c,j,b,h}
@attribute A47 {c,i,g,b,a,h,d,j,f,e}
@attribute A48 {c,g,d,i,j,h,b,a,e,f}
@attribute A49 {c,j,i,g,h,e,a,d,f,b}
@attribute A50 {f,j,h,a,e,d,c,b,g,i}
@attribute Class {c4,c1,c3,c2,c5}

@data
c,b,d,g,h,h,h,c,a,d,g,c,a,b,e,i,c,h,f,b,d,c,i,c,j,g,j,e,c,g,b,f,e,c,b,e,h,j,e,b,c,a,e,j,j,d,j,a,h,a,c1
f,f,g,c,f,j,b,f,b,c,f,f,c,a,e,j,a,c,f,c,f,b,e,h,a,a,b,a,b,d,e,h,c,i,j,c,f,a,b,c,f,i,j,c,i,g,b,g,i,f,c3
d,e,h,c,f,h,d,i,g,g,c,a,i,g,e,j,f,i,d,f,f,e,j,h,b,c,h,j,g,d,g,h,i,i,h,f,h,a,b,c,f,e,b,g,b,e,f,g,h,a,c3
e,h,j,g,a,d,j,b,h,e,f,i,f,d,g,a,b,h,j,g,g,h,c,h,a,d,i,i,h,i,a,b,c,e,i,e,b,j,f,i,b,a,d,f,h,c,d,c,c,e,c4
i,d,e,b,c,g,f,j,j,i,c,f,b,c,a,h,a,c,f,g,e,g,b,b,f,h,f,b,b,f,c,f,b,a,g,h,d,i,c,e,b,b,c,g,e,e,c,g,i,f,c2
c,a,h,f,f,d,i,i,c,j,f,e,f,d,b,b,g,g,f,f,g,h,f,d,e,b,b,a,c,a,a,h,j,a,c,e,d,j,g,e,b,a,d,e,g,i,e,c,c,j,c4
f,j,i,f,a,h,h,i,a,e,a,a,g,i,f,c,e,h,j,f,j,d,e,e,f,d,j,j,f,j,i,a,j,d,b,b,f,e,e,h,j,a,a,f,e,f,f,i,j,c,c5
i,h,f,f,f,g,a,i,j,i,j,f,b,h,h,f,j,i,b,d,c,g,h,e,f,d,f,f,a,j,h,f,b,d,b,b,a,c,c,i,e,j,h,i,a,d,c,a,i,d,c2
i,e,d,e,c,f,f,f,i,i,b,f,b,i,j,d,b,b,i,h,g,g,f,i,f,b,f,c,e,f,d,f,b,b,f,c,b,b,c,d,e,d,f,c,d,c,e,c,i,i,c2
i,a,a,j,h,d,j,h,f,i,e,f,b,d,e,h,d,b,g,d,f,g,d,e,f,j,f,j,j,i,j,f,b,e,i,c,j,b,c,b,f,a,e,g,d,f,j,h,i,e,c2
i,j,f,a,i,b,j,c,d,i,i,f,b,j,h,e,a,c,e,a,e,g,e,c,f,j,f,b,b,g,g,f,b,e,h,i,e,a,c,f,d,i,c,h,g,h,g,b,i,c,c2
d,e,j,a,h,b,h,c,a,i,g,e,a,i,e,i,b,c,c,b,h,g,c,c,f,j,g,e,j,f,j,e,f,i,b,e,i,b,c,b,f,a,a,h,e,f,e,a,d,g,c1
f,d,c,i,c,d,f,j,j,h,f,j,f,d,h,e,h,j,g,g,g,c,i,f,d,b,e,i,d,g,e,f,i,c,i,e,e,j,g,d,b,a,d,c,i,f,b,c,c,d,c4
i,g,h,a,e,f,j,i,c,i,c,f,b,h,f,f,g,c,h,f,i,g,a,h,f,a,f,c,c,j,g,f,b,f,j,j,g,f,c,g,a,e,e,a,j,j,h,b,i,d,c2
i,c,c,a,d,i,b,e,d,i,b,f,b,j,i,g,c,c,i,a,a,g,b,j,f,f,f,d,b,e,g,f,b,e,c,e,a,f,c,f,a,a,f,g,j,j,c,j,i,j,c2
i,e,e,c,j,b,h,e,f,i,i,f,b,i,e,g,a,j,a,b,g,g,h,e,f,j,f,j,c,d,h,f,b,h,i,c,g,b,c,d,e,d,d,f,e,j,j,c,i,f,c2
a,c,a,h,h,e,b,c,a,a,g,g,a,h,e,i,e,j,a,b,i,d,f,c,a,e,g,e,a,a,f,a,f,b,c,e,j,a,j,e,e,j,h,f,i,g,d,c,i,g,c1
i,b,g,a,d,c,e,f,b,i,c,f,b,a,h,a,c,c,d,b,f,g,e,c,f,f,f,h,c,j,b,f,b,c,g,d,e,g,c,i,h,i,f,d,j,j,f,i,i,j,c2
b,e,e,c,f,c,h,a,h,e,c,j,g,e,e,j,d,h,a,d,f,b,a,h,i,g,c,j,c,d,g,h,d,i,i,d,g,a,b,c,e,g,i,j,c,j,j,g,i,j,c3
h,a,f,c,f,c,j,e,b,g,h,h,d,g,a,j,h,g,j,j,f,e,i,i,i,b,g,e,b,d,b,h,i,i,b,g,e,a,b,c,g,d,h,d,e,f,e,g,d,i,c3
h,c,e,h,h,d,b,c,a,i,g,f,a,a,e,i,f,h,a,b,h,g,h,c,b,e,g,e,h,f,i,e,a,a,b,e,i,g,e,b,i,h,j,j,d,h,b,d,a,h,c1
e,g,i,a,i,d,e,h,b,d,a,a,f,d,d,e,e,g,a,h,g,d,e,c,i,f,i,g,g,b,b,f,j,i,e,e,h,j,b,f,b,a,d,d,c,i,c,c,c,f,c4
i,a,g,j,a,e,c,i,e,i,f,f,b,j,h,j,b,i,f,c,a,g,j,a,f,i,f,c,c,h,d,f,b,i,e,f,a,a,c,f,j,a,g,g,e,j,b,c,i,i,c2
f,h,b,d,j,g,g,i,g,e,g,a,g,d,a,f,e,j,g,a,h,h,e,d,g,i,j,c,f,e,j,h,h,d,b,f,g,e,e,a,a,e,b,g,e,h,b,i,h,g,c5
a,h,j,h,e,d,f,b,g,h,b,d,f,d,d,i,d,h,d,c,g,a,e,j,f,f,e,f,a,e,c,c,b,i,d,e,b,j,i,d,b,a,d,d,d,a,b,c,c,h,c4
f,f,e,a,d,h,c,i,f,h,b,a,g,d,e,a,e,f,c,c,j,g,e,j,i,h,j,h,f,g,g,e,b,d,h,j,b,e,e,a,e,j,a,e,e,c,c,i,d,f,c5
i,d,e,a,c,e,b,e,c,i,d,f,b,i,b,h,b,c,a,e,a,g,c,a,f,a,f,a,f,h,j,f,b,e,j,h,i,e,c,e,d,i,j,f,f,a,j,g,i,j,c2
g,g,d,e,h,h,f,c,a,d,g,g,a,h,e,i,h,b,e,b,j,c,h,c,f,a,e,e,j,b,e,j,e,c,d,e,g,g,a,a,h,e,g,c,c,d,g,d,c,h,c1
c,i,g,i,h,g,a,c,a,f,g,a,a,g,e,i,h,e,e,b,c,i,e,c,e,c,e,e,c,c,a,j,h,a,g,e,j,e,e,g,c,i,f,g,a,a,a,b,e,a,c1
j,a,i,e,h,d,b,j,f,j,e,i,f,d,h,d,c,a,c,g,g,d,f,c,e,a,h,b,j,d,a,b,f,d,a,e,b,j,j,g,b,a,d,e,i,a,j,c,c,e,c4
h,h,j,d,h,c,c,c,a,h,g,i,a,b,e,i,j,b,e,b,f,j,a,c,b,b,d,e,d,i,d,c,i,j,d,e,a,i,f,a,e,d,j,e,e,j,a,e,f,e,c1
a,b,i,c,f,c,d,f,a,i,g,a,h,d,h,j,f,h,d,j,f,d,g,d,j,b,d,f,j,d,a,h,g,i,e,j,f,a,b,c,e,e,d,j,e,b,d,g,d,j,c3
b,h,c,g,h,b,i,c,a,b,g,j,a,f,e,i,h,i,j,b,i,j,b,c,b,b,j,e,g,b,e,e,h,h,a,e,h,i,f,d,d,a,a,f,b,c,f,b,c,c,c1
g,b,i,b,c,d,f,b,j,e,g,b,f,d,a,a,h,a,g,b,g,f,j,i,f,c,d,f,c,c,b,i,j,g,a,e,e,j,e,a,b,a,d,e,j,d,h,c,c,b,c4
i,a,b,f,h,j,c,i,f,i,a,f,b,g,j,g,g,c,g,a,f,g,b,d,f,e,f,h,i,f,d,f,b,a,d,h,f,i,c,f,h,i,e,f,c,d,e,a,i,c,c2
e,h,i,c,f,d,g,b,j,d,c,i,h,d,h,j,g,c,i,d,f,a,j,c,i,c,d,g,h,d,i,h,a,i,f,h,f,a,b,c,h,a,i,c,a,a,h,g,h,a,c3
j,b,a,c,f,i,j,c,f,h,a,e,h,h,c,j,f,h,g,c,f,h,j,e,b,b,j,h,j,d,h,h,c,i,d,h,a,a,b,c,d,h,d,e,d,a,c,g,f,a,c3
i,d,b,c,f,d,g,d,e,e,b,f,f,f,c,j,g,e,e,i,f,h,d,a,c,b,c,i,g,d,g,h,f,i,h,f,g,a,b,c,a,h,i,a,g,h,g,g,b,g,c3
i,d,g,b,h,h,e,e,a,i,b,f,b,e,j,a,d,g,d,g,d,g,h,d,f,c,f,d,b,b,c,f,b,h,i,g,i,a,c,i,g,b,j,g,h,h,j,f,i,e,c2
j,e,f,d,h,h,i,c,a,e,g,f,a,a,e,i,a,f,h,b,j,a,c,c,d,c,d,e,b,b,g,i,e,f,b,e,h,c,a,i,d,c,b,i,d,h,b,d,j,a,c1
i,c,f,d,g,b,d,j,e,i,j,f,b,a,h,b,j,b,f,g,g,g,b,e,f,a,f,c,a,i,a,f,b,g,d,a,g,g,c,i,i,f,j,c,g,f,c,j,i,j,c2
i,c,i,c,f,b,d,j,i,h,f,c,g,d,d,j,a,i,g,b,f,h,j,e,a,j,j,i,h,d,a,h,a,i,f,j,b,a,b,c,i,c,f,h,f,g,b,g,j,j,c3
d,g,e,i,a,d,g,c,j,g,g,i,f,d,i,d,h,f,b,e,g,f,i,g,i,d,i,b,h,d,e,g,g,j,a,e,b,j,i,a,b,a,d,e,c,d,h,c,c,i,c4
i,e,i,c,f,g,c,g,i,j,i,b,f,g,f,j,j,a,e,f,f,j,j,h,d,i,a,h,g,d,i,h,e,i,g,a,e,a,b,c,j,d,a,g,b,d,j,g,e,a,c3
f,j,e,b,f,f,c,i,h,h,e,a,g,c,g,f,e,i,c,d,i,a,j,c,f,e,j,a,f,b,i,c,g,d,h,a,e,e,e,i,g,g,i,d,f,a,f,i,j,h,c5
e,i,b,c,f,j,a,i,b,f,b,d,j,b,e,j,j,d,h,a,f,g,b,c,a,d,g,h,f,d,h,h,j,i,j,d,i,a,b,c,j,a,g,h,d,d,c,g,d,d,c3
f,e,i,g,f,d,c,e,i,a,b,c,f,d,b,b,g,b,j,c,g,e,d,i,h,j,d,g,c,i,a,b,f,g,h,e,j,j,d,a,b,a,d,h,i,g,j,c,c,b,c4
f,f,j,h,g,a,b,i,b,b,e,a,g,c,i,a,e,g,g,h,b,a,e,h,g,b,j,d,f,a,j,i,h,d,d,c,f,e,e,f,c,g,c,b,d,h,a,i,c,i,c5
f,i,d,c,f,i,i,i,f,e,f,e,g,i,i,j,d,b,e,h,f,a,i,d,a,f,d,e,b,d,c,h,c,i,h,d,a,a,b,c,i,c,e,j,i,h,e,g,e,f,c3
i,g,e,a,d,i,b,f,i,i,a,f,b,g,c,g,h,f,h,d,h,g,e,h,f,j,f,f,e,g,b,f,b,d,i,j,j,g,c,c,f,a,c,g,j,f,f,e,i,e,c2
f,d,e,c,c,f,d,i,f,j,c,a,g,d,b,b,e,h,e,g,h,g,i,f,f,h,j,i,f,j,i,f,e,d,b,c,a,e,e,b,h,i,j,c,b,d,d,i,c,a,c5
i,f,i,i,d,h,g,g,d,i,a,f,b,d,g,f,d,f,c,e,g,g,h,i,f,c,f,e,d,d,f,f,b,j,g,b,j,h,c,b,a,c,a,a,c,i,b,h,i,i,c2
f,d,f,e,f,h,a,i,b,g,b,a,g,c,e,f,e,c,e,a,g,d,a,h,d,a,j,g,f,i,i,i,b,d,c,d,g,e,e,b,g,g,e,b,h,b,f,i,h,c,c5
e,a,h,c,a,d,b,f,g,b,h,h,f,d,h,a,g,a,f,c,g,c,g,d,j,h,c,f,i,e,g,j,b,f,d,e,e,j,g,h,b,a,d,b,a,e,i,c,c,c,c4
g,c,h,j,g,d,e,b,b,j,b,d,f,d,b,b,c,a,h,c,g,f,h,c,c,h,a,d,c,j,a,g,j,i,e,e,c,j,h,c,b,a,d,a,b,c,e,c,c,g,c4
d,h,h,c,f,i,f,h,j,g,d,i,f,e,d,j,b,i,h,f,f,a,g,a,e,b,a,a,b,d,c,h,d,i,b,j,b,a,b,c,b,b,g,b,a,g,h,g,e,c,c3
i,a,c,b,i,i,f,d,d,i,g,f,b,h,i,f,j,a,j,d,h,g,d,g,f,i,f,j,a,i,h,f,b,h,d,j,d,f,c,h,i,d,f,i,e,c,c,a,i,h,c2
f,a,i,c,a,c,h,i,f,b,e,a,g,i,a,e,e,g,g,c,f,b,g,h,b,c,j,f,f,e,g,a,j,d,f,i,e,e,e,c,a,h,h,j,b,a,c,i,j,d,c5
c,d,d,a,h,e,c,c,a,c,g,c,a,d,e,i,j,i,b,b,j,d,f,c,f,g,i,e,e,a,e,e,i,d,g,e,c,b,j,e,a,b,h,i,d,d,a,e,b,g,c1
i,c,e,f,i,b,g,h,d,i,e,f,b,i,g,a,h,h,c,f,j,g,h,d,f,f,f,e,i,j,f,f,b,b,d,b,a,c,c,b,e,d,d,j,g,h,a,e,i,g,c2
a,i,b,e,h,c,d,c,a,i,g,b,a,e,e,i,c,f,e,b,e,a,c,c,i,e,g,e,h,h,j,d,h,b,i,e,a,g,f,e,f,h,i,i,c,g,j,f,i,h,c1
f,i,e,f,a,b,g,i,a,i,f,a,g,d,b,j,e,j,i,j,d,d,i,a,e,h,j,d,f,h,g,h,g,d,g,e,i,e,e,a,b,j,h,h,a,a,a,i,c,f,c5
i,b,f,j,f,d,j,j,b,g,g,h,f,d,g,c,b,f,h,d,g,c,h,j,j,e,i,d,j,a,a,e,e,g,d,e,a,j,i,e,b,a,d,f,f,a,a,c,c,f,c4
g,c,i,g,h,b,j,c,a,g,g,g,a,i,e,i,h,a,b,b,e,j,i,c,c,h,e,e,h,i,a,e,b,e,h,e,a,d,g,h,f,b,g,h,b,g,e,i,a,j,c1
g,f,e,i,f,d,i,i,f,d,e,b,f,d,h,g,j,h,g,b,g,e,f,b,d,h,g,f,g,f,j,j,a,e,i,e,i,j,j,g,b,a,d,g,e,a,e,c,c,e,c4
i,c,c,i,j,b,g,e,c,i,g,f,b,g,a,h,h,j,d,f,b,g,f,h,f,h,f,d,d,g,b,f,b,a,h,a,f,d,c,e,a,d,f,c,j,i,i,f,i,b,c2
h,e,i,g,h,d,j,c,a,g,g,j,a,a,e,i,e,b,c,b,j,h,h,c,d,g,j,e,g,f,g,f,i,g,e,e,c,c,i,g,d,h,j,f,b,a,g,i,h,g,c1
i,g,e,g,g,d,h,d,f,i,i,f,b,f,h,e,b,d,b,j,h,g,g,g,f,j,f,h,f,j,e,f,b,b,f,h,i,d,c,c,e,f,i,h,a,i,a,a,i,i,c2
i,a,j,a,g,d,b,j,i,i,j,f,b,i,j,h,g,j,a,h,b,g,c,c,f,b,f,e,f,a,c,f,b,a,g,h,h,h,c,c,j,f,b,b,d,e,j,e,i,f,c2
f,f,g,i,g,i,j,i,d,a,b,a,g,g,f,d,e,a,e,j,b,a,g,c,i,a,j,e,f,d,d,c,e,d,h,d,b,e,e,i,b,i,i,b,e,e,d,i,h,h,c5
c,b,g,e,h,d,e,c,a,e,g,g,a,b,e,i,f,c,j,b,h,a,e,c,j,i,g,e,d,j,f,d,i,g,b,e,j,c,f,b,c,c,h,h,a,c,b,h,d,d,c1
j,d,i,b,c,d,f,c,c,d,h,c,f,d,a,f,g,f,g,c,g,h,g,e,h,c,c,a,b,g,h,g,c,f,g,e,g,j,j,e,b,a,d,b,a,d,c,c,c,g,c4
f,f,h,a,b,d,a,h,f,f,h,j,f,d,a,c,j,i,e,e,g,f,e,g,j,e,a,a,g,i,i,a,i,j,f,e,j,j,g,b,b,a,d,f,a,f,a,c,c,g,c4
b,g,e,h,h,f,d,c,a,h,g,e,a,d,e,i,c,j,b,b,j,g,j,c,c,a,a,e,d,g,h,g,e,c,h,e,b,d,g,g,b,d,h,g,b,d,f,f,i,b,c1
a,d,h,g,c,d,h,b,c,j,h,e,f,d,c,a,a,i,i,b,g,j,d,c,a,b,e,e,d,g,b,h,g,g,g,e,b,j,d,d,b,a,d,c,e,i,i,c,c,i,c4
j,c,b,d,h,j,j,c,a,b,g,c,a,f,e,i,c,j,d,b,d,c,h,c,g,f,h,e,e,f,g,b,f,c,h,e,c,i,c,i,b,d,d,c,f,a,h,h,e,e,c1
f,i,d,i,d,i,f,i,g,f,e,a,g,g,h,a,e,c,g,f,a,b,i,a,g,c,j,j,f,b,i,h,e,d,b,j,i,e,e,j,c,g,f,j,a,d,g,i,f,d,c5
d,a,j,c,f,c,d,c,j,g,c,g,c,b,b,j,f,e,g,b,f,c,c,g,j,c,a,h,f,d,g,h,j,i,h,j,c,a,b,c,c,f,a,h,c,i,g,g,g,h,c3
i,f,h,i,h,e,a,f,a,i,b,f,b,g,c,i,d,c,g,c,j,g,e,f,f,d,f,c,c,b,b,f,b,a,i,a,f,d,c,h,f,h,e,i,i,b,d,a,i,b,c2
e,j,c,f,a,d,f,h,e,h,b,j,f,d,h,d,f,f,a,a,g,b,c,e,f,g,g,g,g,d,g,b,b,e,c,e,b,j,e,a,b,a,d,j,g,e,f,c,c,d,c4
f,j,i,f,h,e,f,c,a,h,g,e,a,e,e,i,e,b,g,b,i,b,f,c,f,e,b,e,h,i,a,f,e,e,c,e,a,b,h,g,c,e,d,i,a,d,g,f,b,b,c1
e,f,f,b,h,h,g,c,a,i,g,c,a,c,e,i,c,d,c,b,e,b,c,c,b,h,g,e,h,h,i,i,c,h,g,e,g,b,d,f,j,d,d,d,f,c,h,j,j,j,c1
i,c,g,e,h,i,g,j,g,i,b,f,b,a,b,b,f,d,b,b,j,g,i,d,f,g,f,d,a,f,d,f,b,i,f,a,e,b,c,f,e,b,d,a,b,d,e,e,i,g,c2
j,d,i,c,f,d,i,d,f,c,d,d,j,h,j,j,e,h,f,h,f,a,g,e,g,c,e,a,j,d,h,h,b,i,a,d,a,a,b,c,b,f,b,i,i,g,i,g,j,h,c3
f,h,i,g,c,c,g,i,j,j,b,a,g,h,h,i,e,i,e,g,e,f,c,f,h,c,j,i,f,d,h,a,g,d,e,d,f,e,e,a,a,f,e,d,d,e,f,i,e,c,c5
i,h,c,c,b,b,d,h,e,i,j,f,b,b,d,j,c,c,e,i,e,g,d,g,f,g,f,d,a,g,j,f,b,i,d,a,h,g,c,e,j,c,g,a,a,d,j,i,i,f,c2
g,h,h,c,f,a,h,h,g,f,c,e,b,d,j,j,e,c,h,c,f,e,a,c,g,c,g,a,f,d,f,h,c,i,e,i,i,a,b,c,d,b,i,i,e,j,i,g,h,e,c3
i,i,c,f,e,j,e,e,c,i,b,f,b,c,c,e,i,h,f,d,d,g,g,c,f,b,f,h,i,a,f,f,b,g,b,i,j,c,c,b,j,f,j,j,e,f,j,f,i,h,c2
e,c,f,e,h,i,a,c,a,b,g,j,a,d,e,i,f,h,d,b,h,a,i,c,h,j,h,e,e,i,i,d,h,g,d,e,a,c,i,a,d,j,a,f,a,g,j,h,j,h,c1
f,f,j,h,g,b,d,i,e,b,h,a,g,i,a,c,e,h,b,d,f,i,a,a,h,b,j,e,f,a,i,i,c,d,i,g,a,e,e,a,e,i,i,a,j,j,a,i,f,j,c5
f,e,i,g,b,i,j,i,d,e,a,a,g,d,j,j,e,d,h,g,a,d,h,j,f,f,j,h,f,j,f,b,i,d,i,f,g,e,e,b,c,c,a,d,a,e,d,i,j,e,c5
e,i,b,c,f,h,f,h,d,a,c,g,e,d,c,j,h,b,d,g,f,j,b,a,i,d,a,j,d,d,g,h,i,i,d,d,c,a,b,c,g,a,g,e,j,e,b,g,g,f,c3
f,h,g,d,h,d,b,i,a,e,h,a,g,i,b,g,e,b,c,g,d,h,g,c,g,g,j,j,f,j,a,f,i,d,a,d,e,e,e,a,g,c,a,h,g,c,i,i,e,b,c5
f,h,i,d,e,d,f,e,j,b,b,c,f,d,e,a,d,f,a,f,g,g,e,a,b,h,c,b,j,d,a,i,e,f,g,e,h,j,i,g,b,a,d,d,e,e,g,c,c,c,c4
i,f,g,d,g,j,a,h,j,i,a,f,b,i,h,g,c,d,b,a,e,g,d,c,f,h,f,b,b,c,e,f,b,e,a,j,g,a,c,a,g,d,g,d,j,j,j,h,i,f,c2
i,b,i,d,d,f,c,b,c,i,a,f,b,g,e,d,c,j,j,b,j,g,f,i,f,f,f,g,i,c,i,f,b,f,a,j,h,j,c,h,c,e,e,c,j,b,a,f,i,b,c2
c,b,a,f,e,d,a,i,i,e,h,c,f,d,a,c,a,g,g,c,g,i,c,d,b,h,g,i,c,e,j,c,a,g,d,e,h,j,j,f,b,a,d,i,e,j,d,c,c,a,c4
j,b,a,i,c,d,h,d,b,c,f,d,f,d,c,a,g,d,c,f,g,d,c,b,d,c,h,h,b,d,h,e,f,d,a,e,a,j,e,c,b,a,d,a,h,d,i,c,c,h,c4
e,h,b,c,f,f,c,j,g,g,g,c,h,c,a,j,b,g,b,i,f,j,e,j,j,b,b,d,b,d,e,h,a,i,a,c,a,a,b,c,h,j,h,d,j,g,h,g,d,i,c3
f,d,a,c,f,c,g,e,j,i,f,b,j,e,c,j,h,g,i,f,f,b,i,e,f,g,d,h,e,d,i,h,g,i,f,b,i,a,b,c,b,i,i,b,a,f,f,g,h,j,c3
c,d,f,i,h,f,b,c,a,j,g,h,a,e,e,i,f,j,g,b,e,b,j,c,a,d,d,e,d,e,d,f,i,d,i,e,f,d,g,f,b,e,d,g,a,g,e,e,f,e,c1
i,h,g,d,b,h,g,a,j,i,i,f,b,g,h,d,j,i,a,e,g,g,c,c,f,a,f,j,a,a,i,f,b,g,c,a,b,h,c,d,j,c,b,i,a,b,h,j,i,f,c2
i,e,j,g,c,b,i,f,d,i,e,f,b,j,j,b,b,g,g,b,i,g,i,a,f,f,f,e,e,e,c,f,b,c,c,d,h,j,c,c,a,j,f,b,c,e,j,a,i,i,c2
f,i,b,d,d,b,g,i,f,a,e,a,g,e,a,j,e,e,d,b,f,i,h,i,e,j,j,c,f,a,i,h,i,d,g,f,i,e,e,a,f,b,a,c,h,i,c,i,e,a,c5
e,d,i,c,f,g,h,i,a,h,c,a,i,d,i,j,d,b,a,g,f,c,d,g,b,a,h,h,d,d,e,h,h,i,b,j,i,a,b,c,f,d,j,f,b,a,i,g,e,i,c3
h,j,j,h,d,d,d,h,c,j,g,d,f,d,c,a,f,a,b,c,g,e,d,h,c,a,b,c,h,b,g,g,i,f,h,e,a,j,h,b,b,a,d,h,f,j,c,c,c,g,c4
g,i,g,a,h,d,g,c,a,j,g,a,a,e,e,i,j,g,b,b,f,j,g,c,h,h,e,e,b,d,d,e,d,e,c,e,i,c,b,h,e,f,f,f,f,e,f,e,h,i,c1
i,f,a,g,j,c,e,h,c,i,d,f,b,f,a,e,b,e,h,i,d,g,a,c,f,d,f,a,e,f,c,f,b,d,f,f,d,j,c,d,f,c,i,a,e,a,j,a,i,h,c2
g,a,d,e,f,d,f,f,e,g,d,d,f,d,d,e,d,j,i,j,g,a,d,h,a,h,j,f,e,f,h,b,f,f,c,e,c,j,d,j,b,a,d,b,a,j,h,c,c,i,c4
f,h,f,b,h,d,a,c,a,g,g,i,a,e,e,i,d,g,f,b,j,b,b,c,f,h,h,e,e,h,g,f,b,f,a,e,a,c,f,a,d,b,a,b,b,b,h,j,c,b,c1
f,d,f,h,e,e,g,i,f,e,a,a,g,a,b,f,e,j,i,c,c,h,b,a,a,h,j,a,f,h,g,j,h,d,d,d,d,e,e,h,h,a,c,d,h,g,h,i,b,e,c5
a,j,e,f,h,f,i,c,a,j,g,d,a,g,e,i,c,i,g,b,e,d,j,c,e,d,d,e,g,e,i,e,a,c,c,e,j,d,e,h,j,e,g,f,a,b,c,f,h,h,c1
f,f,a,e,j,c,d,i,h,i,b,a,g,i,c,c,e,e,a,e,j,h,c,i,e,a,j,i,f,j,c,g,j,d,g,c,f,e,e,h,g,a,b,h,a,i,j,i,i,h,c5
g,e,i,c,f,g,b,d,b,h,a,e,j,d,g,j,h,b,f,d,f,b,f,j,f,d,g,b,i,d,d,h,a,i,e,e,j,a,b,c,f,f,a,b,c,c,d,g,f,a,c3
a,g,a,i,h,d,d,c,a,j,g,i,a,b,e,i,i,a,e,b,i,b,c,c,c,j,i,e,a,d,b,h,f,e,f,e,h,j,a,b,e,f,a,c,b,b,g,g,f,h,c1
j,d,i,i,h,g,b,c,a,i,g,d,a,c,e,i,f,h,h,b,f,b,d,c,c,b,b,e,e,i,a,h,d,g,b,e,f,g,b,e,c,j,c,b,c,h,b,g,g,d,c1
i,g,e,h,d,a,c,g,c,i,c,f,b,b,j,i,h,j,b,h,c,g,g,f,f,e,f,e,a,d,b,f,b,c,a,e,c,j,c,b,h,b,h,g,f,g,d,f,i,d,c2
f,d,d,g,e,e,j,i,b,b,h,a,g,a,i,j,e,h,j,e,f,a,h,a,j,f,j,b,f,g,d,j,a,d,d,f,h,e,e,i,b,d,g,j,b,c,c,i,a,f,c5
j,e,i,c,f,d,g,j,g,e,c,a,f,h,b,j,d,h,j,e,f,j,i,f,d,f,h,i,g,d,d,h,g,i,e,b,j,a,b,c,j,c,i,h,e,d,a,g,h,d,c3
g,h,h,g,a,d,i,j,b,b,e,a,f,d,b,e,g,d,c,c,g,d,d,a,g,a,i,b,b,j,a,j,g,d,c,e,c,j,j,j,b,a,d,j,g,c,h,c,c,b,c4
i,f,d,h,i,f,d,i,d,i,a,f,b,g,a,c,f,f,i,e,h,g,d,b,f,c,f,h,d,d,a,f,b,d,c,d,d,e,c,i,d,h,a,c,g,i,a,a,i,d,c2
